algorithm,instance,run,memory,code,time,iterations,graph,nodes,edges,modularity,N,clusters,conductance,cut
gnns,karate,3,245760,0,0.03808426856994629,50,karate.graph,34,156,0.419789612,10216,4,0.14375000,0.02443454
gnns,karate,4,245760,0,0.036980390548706055,50,karate.graph,34,156,0.419789612,10216,4,0.14375000,0.02443454
gnns,karate,5,245760,0,0.03714871406555176,50,karate.graph,34,156,0.419789612,10216,4,0.14375000,0.02443454
dmon,karate,1,592436,0,26.8672,1000,karate.graph,34,156,0.245479947,5974,12,0.38184671,0.04020260
dmon,karate,2,592436,0,26.6072,1000,karate.graph,34,156,0.222961867,5426,11,0.40695251,0.04607273
dmon,karate,3,592436,0,26.2637,1000,karate.graph,34,156,0.221893491,5400,11,0.39523793,0.04979269
dmon,karate,4,592436,0,26.4561,1000,karate.graph,34,156,0.140039447,3408,12,0.41892753,0.05553788
dmon,karate,5,592436,0,26.2712,1000,karate.graph,34,156,0.221811308,5398,11,0.37672170,0.04790761
dgcluster,karate,1,397652,0,1.5336668491363525,300,karate.graph,34,156,0.000000000,0,1,0.00000000,0.00000000
dgcluster,karate,2,397652,0,1.399397850036621,300,karate.graph,34,156,0.000000000,0,1,0.00000000,0.00000000
dgcluster,karate,3,397652,0,1.4181878566741943,300,karate.graph,34,156,0.000000000,0,1,0.00000000,0.00000000
dgcluster,karate,4,397652,0,1.611421823501587,300,karate.graph,34,156,0.000000000,0,1,0.00000000,0.00000000
dgcluster,karate,5,397652,0,1.4032063484191895,300,karate.graph,34,156,0.000000000,0,1,0.00000000,0.00000000
commdgi,karate,1,383008,0,8.6057,1001,karate.graph,34,156,0.225345167,5484,15,0.41904731,0.03918968
commdgi,karate,2,383008,0,6.7426,1001,karate.graph,34,156,0.255752794,6224,12,0.38866342,0.04108768
commdgi,karate,3,383008,0,6.5894,1001,karate.graph,34,156,0.230522682,5610,15,0.40434268,0.04526674
commdgi,karate,4,383008,0,7.0478,1001,karate.graph,34,156,0.185157790,4506,14,0.43997114,0.04518003
commdgi,karate,5,383008,0,6.2061,1001,karate.graph,34,156,0.238165680,5796,12,0.40467488,0.04519300
clustre_fast,karate,1,6144,0,0.000168085,0,karate.graph,34,156,0.250657462,6100,11,0.38494801,0.04420974
clustre_fast,karate,2,6144,0,0.000735998,0,karate.graph,34,156,0.250657462,6100,11,0.38494801,0.04420974
clustre_fast,karate,3,6144,0,0.000749826,0,karate.graph,34,156,0.250657462,6100,11,0.38494801,0.04420974
clustre_fast,karate,4,6144,0,0.000507832,0,karate.graph,34,156,0.250657462,6100,11,0.38494801,0.04420974
clustre_fast,karate,5,6144,0,0.000728846,0,karate.graph,34,156,0.250657462,6100,11,0.38494801,0.04420974
clustre_strong,karate,1,12288,0,,0,karate.graph,34,156,0.415105193,10102,4,0.14375000,0.02346051
clustre_strong,karate,2,14336,0,,0,karate.graph,34,156,0.415105193,10102,4,0.14375000,0.02346051
clustre_strong,karate,3,12288,0,,0,karate.graph,34,156,0.415105193,10102,4,0.14375000,0.02346051
clustre_strong,karate,4,12288,0,,0,karate.graph,34,156,0.415105193,10102,4,0.14375000,0.02346051
clustre_strong,karate,5,10240,0,,0,karate.graph,34,156,0.415105193,10102,4,0.14375000,0.02346051
walktrap,G_n_pin_pout,1,12213628,0,938.5175,0,G_n_pin_pout.graph,100000,1002396,0.350546087,352227916724,537,0.34340819,0.00002282
walktrap,G_n_pin_pout,2,12213628,0,944.8616,0,G_n_pin_pout.graph,100000,1002396,0.350546087,352227916724,537,0.34340819,0.00002282
walktrap,G_n_pin_pout,3,12213628,0,951.2589,0,G_n_pin_pout.graph,100000,1002396,0.350546087,352227916724,537,0.34340819,0.00002282
walktrap,G_n_pin_pout,4,12213628,0,938.8269,0,G_n_pin_pout.graph,100000,1002396,0.350546087,352227916724,537,0.34340819,0.00002282
walktrap,G_n_pin_pout,5,12213628,0,939.8204,0,G_n_pin_pout.graph,100000,1002396,0.350546087,352227916724,537,0.34340819,0.00002282
vieclus,G_n_pin_pout,1,506432,0,3598.49,0,G_n_pin_pout.graph,100000,1002396,0.500428523,502829449546,155,0.23907314,0.00002404
vieclus,G_n_pin_pout,2,514108,0,3556.78,0,G_n_pin_pout.graph,100000,1002396,0.500425699,502826611978,151,0.23880629,0.00002402
vieclus,G_n_pin_pout,3,514048,0,3586.38,0,G_n_pin_pout.graph,100000,1002396,0.500416367,502817235904,152,0.23886197,0.00002403
vieclus,G_n_pin_pout,4,516448,0,3601.88,0,G_n_pin_pout.graph,100000,1002396,0.500432947,502833895262,154,0.23901372,0.00002405
vieclus,G_n_pin_pout,5,522644,0,3562.79,0,G_n_pin_pout.graph,100000,1002396,0.500466159,502867266202,150,0.23865660,0.00002402
ucode,G_n_pin_pout,1,159452776,0,3654.934130191803,42,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
ucode,G_n_pin_pout,2,159452776,0,3623.965589284897,42,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
ucode,G_n_pin_pout,3,159452776,0,3633.2712485790253,45,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
ucode,G_n_pin_pout,4,159452776,0,3659.052023410797,47,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
ucode,G_n_pin_pout,5,159452776,0,3656.6887636184692,47,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
magi,G_n_pin_pout,1,13100568,0,3606.391852378845,8,G_n_pin_pout.graph,100000,1002396,0.000524849,527367340,5,0.39935602,0.00004175
magi,G_n_pin_pout,2,13100568,0,3612.8071863651276,8,G_n_pin_pout.graph,100000,1002396,-0.000192931,-193857160,6,0.41667386,0.00003663
magi,G_n_pin_pout,3,13100568,0,3612.3624229431152,7,G_n_pin_pout.graph,100000,1002396,0.000202095,203064602,4,0.38412529,0.00003735
magi,G_n_pin_pout,4,13100568,0,3615.277253627777,8,G_n_pin_pout.graph,100000,1002396,-0.000058373,-58653176,6,0.41694373,0.00003729
magi,G_n_pin_pout,5,13100568,0,3612.847184896469,8,G_n_pin_pout.graph,100000,1002396,0.000242866,244031400,5,0.39946273,0.00003564
louvain,G_n_pin_pout,1,103520,0,9.3521,0,G_n_pin_pout.graph,100000,1002396,0.384868593,386715093016,103,0.28778956,0.00002912
louvain,G_n_pin_pout,2,103520,0,6.8045,0,G_n_pin_pout.graph,100000,1002396,0.382750636,384586975232,108,0.29006499,0.00002935
louvain,G_n_pin_pout,3,103520,0,8.3834,0,G_n_pin_pout.graph,100000,1002396,0.384808770,386654983658,106,0.28894462,0.00002923
louvain,G_n_pin_pout,4,103520,0,12.9384,0,G_n_pin_pout.graph,100000,1002396,0.388940181,390806215956,104,0.28542397,0.00002890
louvain,G_n_pin_pout,5,103520,0,8.9046,0,G_n_pin_pout.graph,100000,1002396,0.387338970,389197322000,106,0.28668842,0.00002904
leiden,G_n_pin_pout,1,101856,0,1.4119,0,G_n_pin_pout.graph,100000,1002396,0.488617122,490961381280,95,0.23456408,0.00002371
leiden,G_n_pin_pout,2,101856,0,1.3585,0,G_n_pin_pout.graph,100000,1002396,0.495716841,498095162558,113,0.23728824,0.00002393
leiden,G_n_pin_pout,3,101856,0,1.4221,0,G_n_pin_pout.graph,100000,1002396,0.488405964,490749209842,96,0.23507309,0.00002374
leiden,G_n_pin_pout,4,101856,0,1.3920,0,G_n_pin_pout.graph,100000,1002396,0.478561622,480857637604,97,0.23754550,0.00002407
leiden,G_n_pin_pout,5,101856,0,1.3869,0,G_n_pin_pout.graph,100000,1002396,0.486005345,488337072766,99,0.23542960,0.00002378
infomap,G_n_pin_pout,1,370084,0,7.1161,0,G_n_pin_pout.graph,100000,1002396,0.473923796,476197559872,851,0.33903705,0.00002961
infomap,G_n_pin_pout,2,370084,0,7.1611,0,G_n_pin_pout.graph,100000,1002396,0.473923796,476197559872,851,0.33903705,0.00002961
infomap,G_n_pin_pout,3,370084,0,7.1134,0,G_n_pin_pout.graph,100000,1002396,0.473923796,476197559872,851,0.33903705,0.00002961
infomap,G_n_pin_pout,4,370084,0,7.1675,0,G_n_pin_pout.graph,100000,1002396,0.473923796,476197559872,851,0.33903705,0.00002961
infomap,G_n_pin_pout,5,370084,0,7.0442,0,G_n_pin_pout.graph,100000,1002396,0.473923796,476197559872,851,0.33903705,0.00002961
hollocou,G_n_pin_pout,1,15932,0,0.020,0,G_n_pin_pout.graph,100000,1002396,0.153255281,153990560610,1765,0.48619997,0.00003040
hollocou,G_n_pin_pout,2,15932,0,0.019,0,G_n_pin_pout.graph,100000,1002396,0.152812309,153545463214,1752,0.48696685,0.00003083
hollocou,G_n_pin_pout,3,15932,0,0.018,0,G_n_pin_pout.graph,100000,1002396,0.152588726,153320807764,1776,0.48716202,0.00003080
hollocou,G_n_pin_pout,4,15932,0,0.018,0,G_n_pin_pout.graph,100000,1002396,0.153021501,153755658646,1791,0.48677818,0.00003057
hollocou,G_n_pin_pout,5,15932,0,0.017,0,G_n_pin_pout.graph,100000,1002396,0.153161343,153896171730,1779,0.48755196,0.00003089
gnns,G_n_pin_pout,1,8131744,0,2148.241946220398,1700,G_n_pin_pout.graph,100000,1002396,0.496367016,498748456808,200,0.25121183,0.00002517
gnns,G_n_pin_pout,2,8131744,0,2165.246067762375,1700,G_n_pin_pout.graph,100000,1002396,0.495996385,498376047766,201,0.25355825,0.00002523
gnns,G_n_pin_pout,3,8131744,0,2204.3121616840363,1700,G_n_pin_pout.graph,100000,1002396,0.496382778,498764294902,195,0.25051721,0.00002498
gnns,G_n_pin_pout,4,8131744,0,2172.713891029358,1700,G_n_pin_pout.graph,100000,1002396,0.496377712,498759204330,199,0.25076170,0.00002506
gnns,G_n_pin_pout,5,8131744,0,2239.740483045578,1700,G_n_pin_pout.graph,100000,1002396,0.496714150,499097256258,208,0.25108498,0.00002510
dmon,G_n_pin_pout,1,79122576,0,3605.4726,816,G_n_pin_pout.graph,100000,1002396,0.058237048,58516454674,16,0.44015341,0.00004713
dmon,G_n_pin_pout,2,79122576,0,3604.8437,819,G_n_pin_pout.graph,100000,1002396,0.048002819,48233124618,16,0.44635900,0.00004827
dmon,G_n_pin_pout,3,79122576,0,3606.2660,820,G_n_pin_pout.graph,100000,1002396,0.047341447,47568579222,16,0.44585876,0.00004828
dmon,G_n_pin_pout,4,79122576,0,3605.2805,821,G_n_pin_pout.graph,100000,1002396,0.046766977,46991353642,16,0.44568239,0.00004760
dmon,G_n_pin_pout,5,79122576,0,3603.7653,821,G_n_pin_pout.graph,100000,1002396,0.050850831,51094800298,16,0.44466295,0.00004742
dgcluster,G_n_pin_pout,1,3140336,0,802.5035285949707,300,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
dgcluster,G_n_pin_pout,2,3140336,0,795.1831593513489,300,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
dgcluster,G_n_pin_pout,3,3140336,0,790.1392753124237,300,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
dgcluster,G_n_pin_pout,4,3140336,0,833.8042359352112,300,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
dgcluster,G_n_pin_pout,5,3140336,0,797.2543749809265,300,G_n_pin_pout.graph,100000,1002396,0.000000000,0,1,0.00000000,0.00000000
commdgi,G_n_pin_pout,1,236203528,1
commdgi,G_n_pin_pout,2,236203528,1
commdgi,G_n_pin_pout,3,236203528,1
commdgi,G_n_pin_pout,4,236203528,1
commdgi,G_n_pin_pout,5,236203528,1
clustre_fast,G_n_pin_pout,1,6144,0,0.105402,0,G_n_pin_pout.graph,100000,1002396,0.199869974,200828898640,3971,0.39949882,0.00004020
clustre_fast,G_n_pin_pout,2,6144,0,0.10493,0,G_n_pin_pout.graph,100000,1002396,0.199869974,200828898640,3971,0.39949882,0.00004020
clustre_fast,G_n_pin_pout,3,6144,0,0.105986,0,G_n_pin_pout.graph,100000,1002396,0.199869974,200828898640,3971,0.39949882,0.00004020
clustre_fast,G_n_pin_pout,4,6144,0,0.104622,0,G_n_pin_pout.graph,100000,1002396,0.199869974,200828898640,3971,0.39949882,0.00004020
clustre_fast,G_n_pin_pout,5,6144,0,0.105352,0,G_n_pin_pout.graph,100000,1002396,0.199869974,200828898640,3971,0.39949882,0.00004020
clustre_strong,G_n_pin_pout,1,1027296,0,2985.413098,0,G_n_pin_pout.graph,100000,1002396,0.376343650,378149250174,55,0.27760034,0.00002832
clustre_strong,G_n_pin_pout,2,1029724,0,3553.382009,0,G_n_pin_pout.graph,100000,1002396,0.391014699,392890686814,56,0.27189693,0.00002771
clustre_strong,G_n_pin_pout,3,1025208,0,3422.158458,0,G_n_pin_pout.graph,100000,1002396,0.390241366,392113643258,58,0.27282847,0.00002781
clustre_strong,G_n_pin_pout,4,1021188,0,3510.151468,0,G_n_pin_pout.graph,100000,1002396,0.377854420,379667268086,58,0.27860361,0.00002839
clustre_strong,G_n_pin_pout,5,1023568,0,3361.091364,0,G_n_pin_pout.graph,100000,1002396,0.379815134,381637388820,60,0.27857014,0.00002838
walktrap,lesmis,1,20480,0,0.0055,0,lesmis.graph,77,508,0.498552201,1340906,8,0.15001534,0.02679324
walktrap,lesmis,2,20480,0,0.0051,0,lesmis.graph,77,508,0.498552201,1340906,8,0.15001534,0.02679324
walktrap,lesmis,3,20480,0,0.0050,0,lesmis.graph,77,508,0.498552201,1340906,8,0.15001534,0.02679324
walktrap,lesmis,4,20480,0,0.0047,0,lesmis.graph,77,508,0.498552201,1340906,8,0.15001534,0.02679324
walktrap,lesmis,5,20480,0,0.0051,0,lesmis.graph,77,508,0.498552201,1340906,8,0.15001534,0.02679324
vieclus,lesmis,1,22528,0,0.000458002,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
vieclus,lesmis,2,22528,0,0.000360012,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
vieclus,lesmis,3,20480,0,0.000426054,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
vieclus,lesmis,4,20480,0,0.00041008,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
vieclus,lesmis,5,22528,0,0.000365973,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
ucode,lesmis,1,374508,0,1.9707751274108887,1000,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
ucode,lesmis,2,374508,0,1.907465934753418,1000,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
ucode,lesmis,3,374508,0,1.939133882522583,1000,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
ucode,lesmis,4,374508,0,1.947913408279419,1000,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
ucode,lesmis,5,374508,0,1.9554932117462158,1000,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
magi,lesmis,1,400764,0,3.001241445541382,100,lesmis.graph,77,508,0.163170731,438864,7,0.34692860,0.05008181
magi,lesmis,2,400764,0,3.0797805786132812,100,lesmis.graph,77,508,0.163170731,438864,7,0.34692860,0.05008181
magi,lesmis,3,400764,0,3.2257184982299805,100,lesmis.graph,77,508,0.163170731,438864,7,0.34692860,0.05008181
magi,lesmis,4,400764,0,3.0831611156463623,100,lesmis.graph,77,508,0.163170731,438864,7,0.34692860,0.05008181
magi,lesmis,5,400764,0,3.0691895484924316,100,lesmis.graph,77,508,0.163170731,438864,7,0.34692860,0.05008181
louvain,lesmis,1,20480,0,0.0046,0,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
louvain,lesmis,2,20480,0,0.0046,0,lesmis.graph,77,508,0.530177721,1425966,5,0.13395411,0.04398813
louvain,lesmis,3,20480,0,0.0044,0,lesmis.graph,77,508,0.489166418,1315662,6,0.15507725,0.04273217
louvain,lesmis,4,20480,0,0.0042,0,lesmis.graph,77,508,0.530946609,1428034,6,0.13577339,0.04250933
louvain,lesmis,5,20480,0,0.0040,0,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
leiden,lesmis,1,20480,0,0.0048,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
leiden,lesmis,2,20480,0,0.0047,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
leiden,lesmis,3,20480,0,0.0046,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
leiden,lesmis,4,20480,0,0.0047,0,lesmis.graph,77,508,0.565821683,1521834,6,0.09460284,0.02841639
leiden,lesmis,5,20480,0,0.0043,0,lesmis.graph,77,508,0.566687983,1524164,6,0.09526807,0.02856357
infomap,lesmis,1,18432,0,0.0083,0,lesmis.graph,77,508,0.559118084,1503804,9,0.14908674,0.02608477
infomap,lesmis,2,18432,0,0.0080,0,lesmis.graph,77,508,0.559118084,1503804,9,0.14908674,0.02608477
infomap,lesmis,3,18432,0,0.0080,0,lesmis.graph,77,508,0.559118084,1503804,9,0.14908674,0.02608477
infomap,lesmis,4,18432,0,0.0077,0,lesmis.graph,77,508,0.559118084,1503804,9,0.14908674,0.02608477
infomap,lesmis,5,18432,0,0.0078,0,lesmis.graph,77,508,0.559118084,1503804,9,0.14908674,0.02608477
hollocou,lesmis,1,2048,0,0.000,0,lesmis.graph,77,508,-0.000031975,-86,5,0.50000000,0.00894289
hollocou,lesmis,2,2048,0,0.000,0,lesmis.graph,77,508,0.001609161,4328,8,0.46554487,0.02170807
hollocou,lesmis,3,2048,0,0.000,0,lesmis.graph,77,508,-0.000017102,-46,5,0.50000000,0.00994953
hollocou,lesmis,4,2048,0,0.000,0,lesmis.graph,77,508,-0.000119720,-322,4,0.50000000,0.00872947
hollocou,lesmis,5,2048,0,0.000,0,lesmis.graph,77,508,0.038341017,103122,6,0.41749464,0.03921407
gnns,lesmis,1,251904,0,0.0683443546295166,50,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
gnns,lesmis,2,251904,0,0.0673973560333252,50,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
gnns,lesmis,3,251904,0,0.06635046005249023,50,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
gnns,lesmis,4,251904,0,0.06671380996704102,50,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
gnns,lesmis,5,251904,0,0.06706857681274414,50,lesmis.graph,77,508,0.531151844,1428586,6,0.13620602,0.04169110
dmon,lesmis,1,594536,0,26.0000,1000,lesmis.graph,77,508,0.502727543,1352136,14,0.30337019,0.03785718
dmon,lesmis,2,594536,0,25.7203,1000,lesmis.graph,77,508,0.497262046,1337436,15,0.33274070,0.03796660
dmon,lesmis,3,594536,0,25.5312,1000,lesmis.graph,77,508,0.459112135,1234828,16,0.34636753,0.04771340
dmon,lesmis,4,594536,0,25.2642,1000,lesmis.graph,77,508,0.496354848,1334996,15,0.32312509,0.03983496
dmon,lesmis,5,594536,0,25.3686,1000,lesmis.graph,77,508,0.472436049,1270664,15,0.32703120,0.04599778
dgcluster,lesmis,1,396684,0,1.8677165508270264,300,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
dgcluster,lesmis,2,396684,0,1.8869261741638184,300,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
dgcluster,lesmis,3,396684,0,1.9265472888946533,300,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
dgcluster,lesmis,4,396684,0,1.8589797019958496,300,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
dgcluster,lesmis,5,396684,0,1.9499540328979492,300,lesmis.graph,77,508,0.000000000,0,1,0.00000000,0.00000000
commdgi,lesmis,1,378880,0,8.1214,1001,lesmis.graph,77,508,0.504799226,1357708,14,0.29164478,0.02934203
commdgi,lesmis,2,378880,0,8.3390,1001,lesmis.graph,77,508,0.504636377,1357270,14,0.30016372,0.02996561
commdgi,lesmis,3,378880,0,8.1046,1001,lesmis.graph,77,508,0.478346966,1286562,13,0.25839586,0.03350083
commdgi,lesmis,4,378880,0,8.0635,1001,lesmis.graph,77,508,0.475263236,1278268,14,0.27621285,0.03203324
commdgi,lesmis,5,378880,0,8.1939,1001,lesmis.graph,77,508,0.450395597,1211384,15,0.27570712,0.05542636
clustre_fast,lesmis,1,6144,0,0.000213861,0,lesmis.graph,77,508,0.408911362,1099808,12,0.26222821,0.08766242
clustre_fast,lesmis,2,6144,0,0.000212908,0,lesmis.graph,77,508,0.408911362,1099808,12,0.26222821,0.08766242
clustre_fast,lesmis,3,6144,0,0.000237942,0,lesmis.graph,77,508,0.408911362,1099808,12,0.26222821,0.08766242
clustre_fast,lesmis,4,6144,0,0.000216961,0,lesmis.graph,77,508,0.408911362,1099808,12,0.26222821,0.08766242
clustre_fast,lesmis,5,6144,0,0.000225782,0,lesmis.graph,77,508,0.408911362,1099808,12,0.26222821,0.08766242
clustre_strong,lesmis,1,12288,0,,0,lesmis.graph,77,508,0.531426234,1429324,6,0.13234458,0.04079281
clustre_strong,lesmis,2,12288,0,,0,lesmis.graph,77,508,0.531426234,1429324,6,0.13234458,0.04079281
clustre_strong,lesmis,3,12288,0,,0,lesmis.graph,77,508,0.531426234,1429324,6,0.13234458,0.04079281
clustre_strong,lesmis,4,12288,0,,0,lesmis.graph,77,508,0.531426234,1429324,6,0.13234458,0.04079281
clustre_strong,lesmis,5,10240,0,,0,lesmis.graph,77,508,0.531426234,1429324,6,0.13234458,0.04079281
walktrap,in-2004,1,97479740,0
walktrap,in-2004,2,97479740,0
walktrap,in-2004,3,97479740,0
walktrap,in-2004,4,97479740,0
walktrap,in-2004,5,97479740,0
vieclus,in-2004,1,1916352,0,3548.15,0,in-2004.graph,1382908,27182946,0.980644419,724610471752448,1005,0.00140608,0.00000002
vieclus,in-2004,2,1906964,0,3607.15,0,in-2004.graph,1382908,27182946,0.980597108,724575513320510,1000,0.00140869,0.00000002
vieclus,in-2004,3,1830140,0,3621.08,0,in-2004.graph,1382908,27182946,0.980607516,724583203763750,1035,0.00145013,0.00000002
vieclus,in-2004,4,1828120,0,3619.31,0,in-2004.graph,1382908,27182946,0.980630307,724600044635352,971,0.00141818,0.00000002
vieclus,in-2004,5,1819224,0,3555.04,0,in-2004.graph,1382908,27182946,0.980626044,724596894396002,1006,0.00141296,0.00000002
ucode,in-2004,1,10610756,1
ucode,in-2004,2,10610756,1
ucode,in-2004,3,10610756,1
ucode,in-2004,4,10610756,1
ucode,in-2004,5,10610756,1
magi,in-2004,1,,124,3621.4808089733124,2,in-2004.graph,1382908,27182946,0.018231221,13471278420942,2,0.26398197,0.00000106
magi,in-2004,2,,124,3621.1503698825836,2,in-2004.graph,1382908,27182946,0.000000000,0,1,0.00000000,0.00000000
magi,in-2004,3,,124,3620.6299974918365,2,in-2004.graph,1382908,27182946,0.005041020,3724873466458,3,0.19474716,0.00000296
magi,in-2004,4,,124,3620.933711528778,2,in-2004.graph,1382908,27182946,0.008527091,6300775132734,2,0.13396273,0.00000546
magi,in-2004,5,,124
louvain,in-2004,1,2215700,0,205.0469,0,in-2004.graph,1382908,27182946,0.980195963,724279102162576,895,0.00151424,0.00000002
louvain,in-2004,2,2215700,0,132.3691,0,in-2004.graph,1382908,27182946,0.980182071,724268836832074,970,0.00146913,0.00000002
louvain,in-2004,3,2215700,0,239.1077,0,in-2004.graph,1382908,27182946,0.980194854,724278282590776,941,0.00143387,0.00000002
louvain,in-2004,4,2215700,0,207.8667,0,in-2004.graph,1382908,27182946,0.980175522,724263997965516,904,0.00146417,0.00000002
louvain,in-2004,5,2215700,0,194.5420,0,in-2004.graph,1382908,27182946,0.980159588,724252224104562,964,0.00155029,0.00000002
leiden,in-2004,1,2213716,0,8.6779,0,in-2004.graph,1382908,27182946,0.980533184,724528278927812,1102,0.00147992,0.00000002
leiden,in-2004,2,2213716,0,8.6567,0,in-2004.graph,1382908,27182946,0.980513341,724513616774590,1053,0.00148032,0.00000002
leiden,in-2004,3,2213716,0,8.6194,0,in-2004.graph,1382908,27182946,0.980467351,724479633732630,1051,0.00147817,0.00000002
leiden,in-2004,4,2213716,0,8.6381,0,in-2004.graph,1382908,27182946,0.980481711,724490244843932,1037,0.00146155,0.00000002
leiden,in-2004,5,2213716,0,8.5968,0,in-2004.graph,1382908,27182946,0.980462301,724475902286052,1023,0.00145176,0.00000002
infomap,in-2004,1,9649960,0,81.1555,0,in-2004.graph,1382908,27182946,0.869633324,642582980417626,142,0.00014470,0.00000000
infomap,in-2004,2,9649960,0,79.7705,0,in-2004.graph,1382908,27182946,0.869633324,642582980417626,142,0.00014470,0.00000000
infomap,in-2004,3,9649960,0,81.2899,0,in-2004.graph,1382908,27182946,0.869633324,642582980417626,142,0.00014470,0.00000000
infomap,in-2004,4,9649960,0,81.1882,0,in-2004.graph,1382908,27182946,0.869633324,642582980417626,142,0.00014470,0.00000000
infomap,in-2004,5,9649960,0,81.7134,0,in-2004.graph,1382908,27182946,0.869633324,642582980417626,142,0.00014470,0.00000000
hollocou,in-2004,1,320500,0,1.037,0,in-2004.graph,1382908,27182946,0.602037462,444853038819806,208282,0.46137339,0.00000254
hollocou,in-2004,2,320500,0,1.014,0,in-2004.graph,1382908,27182946,0.567588336,419398147143482,206825,0.46196046,0.00000260
hollocou,in-2004,3,320500,0,1.015,0,in-2004.graph,1382908,27182946,0.589490672,435582058100578,205604,0.46170935,0.00000257
hollocou,in-2004,4,320500,0,1.006,0,in-2004.graph,1382908,27182946,0.592380119,437717106592620,206366,0.46105422,0.00000257
hollocou,in-2004,5,320500,0,1.017,0,in-2004.graph,1382908,27182946,0.592585353,437868756613198,209638,0.46191364,0.00000259
gnns,in-2004,1,130615064,0,3800.8598198890686,110,in-2004.graph,1382908,27182946,0.955895586,706323248686556,1175,0.02778416,0.00000023
gnns,in-2004,2,130615064,0,3728.8135743141174,100,in-2004.graph,1382908,27182946,0.956554551,706810166307048,1175,0.02666296,0.00000024
gnns,in-2004,3,130615064,0,3893.069345474243,110,in-2004.graph,1382908,27182946,0.680322758,502699026522834,1175,0.14396248,0.00000239
gnns,in-2004,4,130615064,0,3869.5921573638916,110,in-2004.graph,1382908,27182946,0.968179943,715400313804672,1172,0.01737803,0.00000016
gnns,in-2004,5,130615064,0,3819.369836330414,110,in-2004.graph,1382908,27182946,0.858963663,634699033371852,1175,0.10532142,0.00000095
dmon,in-2004,1,2528332,1
dmon,in-2004,2,2528332,1
dmon,in-2004,3,2528332,1
dmon,in-2004,4,2528332,1
dmon,in-2004,5,2528332,1
dgcluster,in-2004,1,46784636,0,3614.1685020923615,70,in-2004.graph,1382908,27182946,0.071922564,53144485414992,2,0.28253757,0.00000527
dgcluster,in-2004,2,46784636,0,3630.4047935009003,71,in-2004.graph,1382908,27182946,0.000000000,0,1,0.00000000,0.00000000
dgcluster,in-2004,3,46784636,0,3636.935054540634,70,in-2004.graph,1382908,27182946,0.000000000,0,1,0.00000000,0.00000000
dgcluster,in-2004,4,46784636,0,3637.663899421692,71,in-2004.graph,1382908,27182946,0.000000000,0,1,0.00000000,0.00000000
dgcluster,in-2004,5,46784636,0,3649.237139940262,70,in-2004.graph,1382908,27182946,0.000000000,0,1,0.00000000,0.00000000
commdgi,in-2004,1,2416640,1
commdgi,in-2004,2,2416640,1
commdgi,in-2004,3,2416640,1
commdgi,in-2004,4,2416640,1
commdgi,in-2004,5,2416640,1
clustre_fast,in-2004,1,18432,0,1.51299,0,in-2004.graph,1382908,27182946,0.711804647,525961389667588,212437,0.42017884,0.00000228
clustre_fast,in-2004,2,18432,0,1.51529,0,in-2004.graph,1382908,27182946,0.711804647,525961389667588,212437,0.42017884,0.00000228
